permno,permco,ncusip,cusip,ticker,comnam,tic,conm,gvkey,long_cusip,naics,exchcd,namedt,nameenddt,st_date,end_date,cusip_score,ticker_match_score,name_match_score,average_match_score
11308.0,20468.0,19121610,19121610,KO,COCA COLA CO,KO,COCA-COLA CO,003144,191216100,312111,1.0,1968-01-02,2019-12-31,1925-12-31,2019-12-31,1.0,100.0,92.0,96.0
11343.0,9188.0,80001310,80001310,SAFM,SANDERSON FARMS INC,SAFM,SANDERSON FARMS INC,013323,800013104,311615,3.0,1987-05-19,2019-12-31,1987-05-29,2019-12-31,1.0,100.0,100.0,100.0
11348.0,9193.0,15643210,15643210,CNBKA,CENTURY BANCORP INC,CNBKA,CENTURY BANCORP INC/MA,016748,156432106,522110,3.0,1987-05-20,2019-12-31,1987-05-29,2019-12-31,1.0,100.0,100.0,100.0
11361.0,53460.0,26827L10,26827L10,ECT,E C A MARCELLUS TRUST I,ECT,ECA MARCELLUS TRUST I,184602,26827L109,2111,1.0,2010-07-01,2019-12-31,2010-07-30,2019-12-31,1.0,100.0,95.0,97.5
11368.0,6977.0,00920710,00920710,AIRT,AIR T INC,AIRT,AIR T INC,001210,009207101,492110,3.0,1999-09-30,2019-12-31,1984-04-30,2019-12-31,1.0,100.0,100.0,100.0
11369.0,9213.0,90990710,90990710,UBSI,UNITED BANKSHARES INC,UBSI,UNITED BANKSHARES INC/WV,017248,909907107,522110,3.0,1987-05-29,2019-12-31,1987-05-29,2019-12-31,1.0,100.0,100.0,100.0
11370.0,53461.0,29404K10,29404K10,ENV,ENVESTNET INC,ENV,ENVESTNET INC,184576,29404K106,523920,1.0,2010-07-29,2019-12-31,2010-07-30,2019-12-31,1.0,100.0,100.0,100.0
11379.0,9222.0,25065K10,25065K10,DXLG,DESTINATION X L GROUP INC,DXLG,DESTINATION XL GROUP INC,013381,25065K104,448140,3.0,2013-02-25,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,96.0,98.0
11394.0,9235.0,88362L10,88362L10,THMO,THERMOGENESIS HOLDINGS INC,THMO,THERMOGENESIS HOLDINGS INC,013794,88362L100,339113,3.0,2019-11-01,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,100.0,100.0
11397.0,9239.0,94061010,94061010,WASH,WASHINGTON TRUST BANCORP INC,WASH,WASHINGTON TR BANCORP INC,019873,940610108,522110,3.0,1987-06-08,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,88.0,94.0
11403.0,9245.0,12738710,12738710,CDNS,CADENCE DESIGN SYSTEMS INC,CDNS,CADENCE DESIGN SYSTEMS INC,013421,127387108,511210,3.0,2005-10-31,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,100.0,100.0
11404.0,20499.0,20911510,20911510,ED,CONSOLIDATED EDISON INC,ED,CONSOLIDATED EDISON INC,003413,209115104,22111,1.0,1998-01-02,2019-12-31,1925-12-31,2019-12-31,1.0,100.0,100.0,100.0
11407.0,53120.0,37954Y85,37954Y85,LIT,GLOBAL X FUNDS,LIT,GLOBAL X LITH & BTRY TEC ETF,185295,37954Y855,525910,4.0,2015-11-18,2019-12-31,2010-07-30,2019-12-31,1.0,100.0,64.0,82.0
11441.0,9278.0,63637520,63637520,NHLD,NATIONAL HOLDINGS CORP,NHLD,NATIONAL HOLDINGS CORP,013649,636375206,523120,3.0,2015-03-03,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,100.0,100.0
11442.0,9280.0,17783510,17783510,CHCO,CITY HOLDING CO,CHCO,CITY HOLDING CO,016781,177835105,522110,3.0,1987-06-23,2019-12-31,1987-06-30,2019-12-31,1.0,100.0,100.0,100.0
11481.0,9312.0,27871520,27871520,EBIX,EBIX COM INC,EBIX,EBIX INC,013480,278715206,511210,3.0,2002-10-01,2004-01-21,1987-07-31,2019-12-31,1.0,100.0,75.0,87.5
11499.0,176.0,12514110,12514110,CECE,C E C O ENVIRONMENTAL CORP,CECE,CECO ENVIRONMENTAL CORP,001050,125141101,333413,3.0,1992-09-29,2019-12-31,1980-10-31,2019-12-31,1.0,100.0,91.0,95.5
11511.0,9340.0,12619F10,12619F10,CPSH,C P S TECHNOLOGIES CORP,CPSH,CPS TECHNOLOGIES CORP,013582,12619F104,327120,3.0,2015-01-15,2019-12-31,1987-07-31,2019-12-31,1.0,100.0,95.0,97.5
11533.0,9360.0,30325010,30325010,FICO,FAIR ISAAC CORP,FICO,FAIR ISAAC CORP,013824,303250104,541512,1.0,2009-08-18,2019-12-31,1987-07-31,2019-12-31,1.0,100.0,100.0,100.0
11547.0,9370.0,20741010,20741010,CNMD,CONMED CORP,CNMD,CONMED CORP,013623,207410101,334510,3.0,1987-07-23,2019-12-31,1987-07-31,2019-12-31,1.0,100.0,100.0,100.0
11565.0,9389.0,44040710,44040710,HBNC,HORIZON BANCORP IND,HBNC,HORIZON BANCORP INC,018533,440407104,522110,3.0,1987-08-03,1988-05-24,1987-08-31,2019-12-31,1.0,100.0,95.0,97.5
11587.0,392.0,04990410,04990410,ATRI,ATRION CORP,ATRI,ATRION CORP,001234,049904105,339112,3.0,1996-05-07,2019-12-31,1972-12-29,2019-12-31,1.0,100.0,100.0,100.0
11593.0,9418.0,81478530,81478530,SNFA,SECURITY NATIONAL FINANCIAL COR,SNFCA,SECURITY NATL FINL CP  -CL A,017180,814785309,522292,3.0,2005-05-31,2005-06-07,1987-08-31,2019-12-31,1.0,89.0,68.0,78.5
11600.0,9424.0,24906P10,24906P10,XRAY,DENTSPLY SIRONA INC,XRAY,DENTSPLY SIRONA INC,013700,24906P109,339114,3.0,2016-03-01,2019-12-31,1987-08-31,2019-12-31,1.0,100.0,100.0,100.0
11618.0,9440.0,31190010,31190010,FAST,FASTENAL COMPANY,FAST,FASTENAL CO,014225,311900104,423,3.0,1987-08-20,2019-12-31,1987-08-31,2019-12-31,1.0,100.0,100.0,100.0
11628.0,9449.0,15476040,15476040,CPF,CENTRAL PACIFIC FINANCIAL CORP,CPF,CENTRAL PACIFIC FINANCIAL CP,016705,154760409,522110,1.0,2011-02-03,2019-12-31,1987-08-31,2019-12-31,1.0,100.0,96.0,98.0
11636.0,9457.0,42774610,42774610,HRTX,HERON THERAPEUTICS INC,HRTX,HERON THERAPEUTICS INC,013786,427746102,325414,3.0,2014-01-23,2019-12-31,1987-08-31,2019-12-31,1.0,100.0,100.0,100.0
11644.0,9465.0,20576830,20576830,CRK,COMSTOCK RESOURCES INC,CRK,COMSTOCK RESOURCES INC,034010,205768302,2111,1.0,2016-08-01,2019-12-31,1987-08-31,2019-12-31,1.0,100.0,100.0,100.0
11654.0,9476.0,63884230,63884230,NAII,NATURAL ALTERNATIVES INTL INC,NAII,NATURAL ALTERNATIVES,013765,638842302,325412,3.0,1997-01-13,2019-12-31,1987-09-30,2019-12-31,1.0,100.0,100.0,100.0
11664.0,53462.0,39304D10,39304D10,GDOT,GREEN DOT CORP,GDOT,GREEN DOT CORP,184392,39304D102,522320,1.0,2010-07-22,2019-12-31,2010-07-30,2019-12-31,1.0,100.0,100.0,100.0
11674.0,20574.0,23333110,23333110,DTE,D T E ENERGY CO,DTE,DTE ENERGY CO,003897,233331107,2211,1.0,1996-01-02,2019-12-31,1925-12-31,2019-12-31,1.0,100.0,92.0,96.0
11691.0,157.0,57686G10,57686G10,MATX,MATSON INC,MATX,MATSON INC,001254,57686G105,483113,1.0,2012-07-02,2019-12-31,1972-12-29,2019-12-31,1.0,100.0,100.0,100.0
11701.0,9522.0,45703010,45703010,IMKTA,INGLES MARKETS INC,IMKTA,INGLES MARKETS INC  -CL A,012972,457030104,445110,3.0,1987-09-22,2019-12-31,1987-09-30,2019-12-31,1.0,100.0,100.0,100.0
11707.0,9526.0,13201110,13201110,CBM,CAMBREX CORP,CBM,CAMBREX CORP,013839,132011107,325411,2.0,1990-11-15,1998-03-04,1987-09-30,2019-12-31,1.0,100.0,100.0,100.0
11731.0,9550.0,01234810,01234810,AIN,ALBANY INTERNATIONAL CORP NEW,AIN,ALBANY INTL CORP  -CL A,014084,012348108,313210,1.0,1988-09-30,2019-12-31,1987-09-30,2019-12-31,1.0,100.0,61.0,80.5
11748.0,8686.0,25770130,25770130,DGICB,DONEGAL GROUP INC,DGICB,DONEGAL GROUP INC,016714,257701300,524126,3.0,2001-04-20,2019-12-31,1986-10-31,2019-12-31,1.0,100.0,100.0,100.0
11752.0,9558.0,90210410,90210410,IIVI,II VI INC,IIVI,II-VI INC,014561,902104108,333314,3.0,1987-10-02,2019-12-31,1987-10-30,2019-12-31,1.0,100.0,89.0,94.5
11762.0,20627.0,G2918310,G2918310,ETN,EATON CORP PLC,ETN,EATON CORP PLC,004199,G29183103,335314,1.0,2012-12-03,2019-12-31,1925-12-31,2019-12-31,1.0,100.0,100.0,100.0
11775.0,9576.0,47916710,47916710,JOUT,JOHNSON OUTDOORS INC,JOUT,JOHNSON OUTDOORS INC  -CL A,013906,479167108,336320,3.0,2000-03-01,2019-12-31,1987-10-30,2019-12-31,1.0,100.0,100.0,100.0
11786.0,9588.0,78486Q10,78486Q10,SIVB,S V B FINANCIAL GROUP,SIVB,SVB FINANCIAL GROUP,017120,78486Q101,522110,3.0,2005-05-31,2019-12-31,1987-10-30,2019-12-31,1.0,100.0,95.0,97.5
11790.0,153.0,01623010,01623010,ALCO,ALICO LAND DEV CO,ALCO,ALICO INC,001266,016230104,111310,3.0,1972-12-14,1974-01-13,1972-12-29,2019-12-31,1.0,100.0,78.0,89.0
11803.0,9604.0,60671020,60671020,MITK,MITEK SYSTEMS INC,MITK,MITEK SYSTEMS INC,014113,606710200,333316,3.0,1987-11-16,1995-03-08,1987-11-30,2019-12-31,1.0,100.0,100.0,100.0
11809.0,9616.0,18449610,18449610,CLH,CLEAN HARBORS INC,CLH,CLEAN HARBORS INC,014027,184496107,562211,1.0,2008-12-15,2019-12-31,1987-11-30,2019-12-31,1.0,100.0,100.0,100.0
11825.0,9632.0,23251710,23251710,CYBE,CYBEROPTICS CORP,CYBE,CYBEROPTICS CORP,014108,232517102,333314,3.0,1987-12-17,2019-12-31,1987-12-31,2019-12-31,1.0,100.0,100.0,100.0
11844.0,9645.0,20414910,20414910,CTBI,COMMUNITY TRUST BANCORP INC,CTBI,COMMUNITY TRUST BANCORP INC,019262,204149108,522110,3.0,1997-01-02,2019-12-31,1987-12-31,2019-12-31,1.0,100.0,100.0,100.0
11845.0,9646.0,92937A10,92937A10,WPP,W P P PLC NEW,WPP,WPP PLC,014605,92937A102,541810,1.0,2017-11-28,2019-12-31,1987-12-31,2019-12-31,1.0,100.0,86.0,93.0
